id,time,F_x
5,60,0.126022828
6,1,0.991768784
6,2,0.906535339
6,3,0.970587025
6,4,0.928094369
6,5,0.80168525
6,6,0.855589595
6,7,1
6,8,0.763649135
6,9,0.643910913
6,10,0.935048982
6,11,0.712607663
6,12,0.701303927
6,13,0.838384588
6,14,0.444837187
6,15,0.881623564
6,16,0.725391072
6,17,0.919697011
6,18,0.626359218
6,19,0.505103431
6,20,0.77630497
6,21,0.545691629
6,22,0.440097098
6,23,0.637370919
6,24,0.90166646
6,25,0.458530757
6,26,0.477344025
6,27,0.397170811
6,28,0.831584277
6,29,0.963803201
6,30,0.596070327
6,31,0.381482918
6,32,0.44702127
6,33,0.846657605
6,34,0.308453886
6,35,0.294426913
6,36,0.415413033
6,37,0.527801151
6,38,0.667187539
6,39,0.383141174
6,40,0.65828676
6,41,0.55387777
6,42,0.204034601
6,43,0.273448029
6,44,0.538158733
6,45,0.474713609
6,46,0.78511079
6,47,0.758501226
6,48,0.604463033
6,49,0.241349142
6,50,0.559311541
6,51,0.49932341
6,52,0.456126627
6,53,0.595820112
6,54,0.379001353
6,55,0.599769246
6,56,0
6,57,0.359708068
6,58,0.143679033
6,59,0.43352535
6,60,0.069905803
7,1,0.564029081
7,2,0.720108909
7,3,0.612965715
7,4,0.83276559
7,5,0.665823481
7,6,0.890036034
7,7,0.550492371
7,8,0.563436977
7,9,0.715237039
7,10,0.920706554
7,11,1
7,12,0.781792103
7,13,0.626540314
7,14,0.853227831
7,15,0.600276266
7,16,0.634151997
7,17,0.560382644
7,18,0.968934749
7,19,0.480063734
7,20,0.796048347
7,21,0.915146796
7,22,0.852199199
7,23,0.843559377
7,24,0.859573417
7,25,0.449810946
7,26,0.612060109
7,27,0.771350159
7,28,0.586285424
7,29,0.898487145
7,30,0.406544255
7,31,0.603567205
7,32,0.855963866
7,33,0.902204101
7,34,0.528254614
7,35,0.837602812
7,36,0.346422811
7,37,0.490956394
7,38,0.557381735
7,39,0.541892797
7,40,0.481776118
7,41,0.244832582
7,42,0.481005745
7,43,0.863978909
7,44,0.724378302
7,45,0.531679098
7,46,0.696654315
7,47,0.439547367
7,48,0.517054346
7,49,0.788575639
7,50,0.590485606
7,51,0.390916872
7,52,0.480151499
7,53,0.127287703
7,54,0.644756446
7,55,0.122993713
7,56,0.146301572
7,57,0.41220901
7,58,0.303316329
7,59,0.26423583
7,60,0
8,1,0.512379807
8,2,1
8,3,0.691281605
8,4,0.463161571
8,5,0.724296898
8,6,0.954663925
8,7,0.953404966
8,8,0.734149989
8,9,0.718830536
8,10,0.563374657
8,11,0.997998651
8,12,0.498480369
8,13,0.478388435
8,14,0.585159428
8,15,0.921105185
8,16,0.555594967
8,17,0.74196181
8,18,0.53657451
8,19,0.916129077
8,20,0.724579691
8,21,0.451982971
8,22,0.899077642
8,23,0.40432201
8,24,0.418767211
8,25,0.70838298
8,26,0.475988445
8,27,0.315048161
8,28,0.811876897
8,29,0.477142711
8,30,0.828348456
8,31,0.549718313
8,32,0.462995526
8,33,0.851018999
8,34,0.735136001
8,35,0.414837689
8,36,0.753272907
8,37,0.408338749
8,38,0.78360035
8,39,0.754652881
8,40,0.485005414
8,41,0.471761697
8,42,0.760925492
8,43,0.39190002
8,44,0.711845626
8,45,0.187493314
8,46,0.350594688
8,47,0.547336466
8,48,0.544834149
8,49,0.189435064
8,50,0.290193719
8,51,0.457211559
8,52,0.424453912
8,53,0.4697714
8,54,0.425535423
8,55,0.034921682
8,56,0.175535385
8,57,0.274453646
8,58,0.174756269
8,59,0
8,60,0.142147248
9,1,0.489078595
9,2,0.498831893
9,3,0.652604547
9,4,0.906540061
9,5,0.973541438
9,6,0.963411561
9,7,0.469397036
9,8,0.957703238
9,9,0.770548595
9,10,0.762219415
9,11,0.977899214
9,12,0.38928204
9,13,0.821505573
9,14,0.675386194
9,15,0.579431453
9,16,1
9,17,0.963751017
9,18,0.658003457
9,19,0.756631419
9,20,0.297248403
9,21,0.621266557
9,22,0.639088014
9,23,0.478487314
9,24,0.844399826
9,25,0.299350276
9,26,0.606893482
9,27,0.240880057
9,28,0.674724862
9,29,0.581970938
9,30,0.509244885
9,31,0.728122327
9,32,0.296572691
9,33,0.282192679
9,34,0.71620585
9,35,0.81734421
9,36,0.33821528
9,37,0.578590364
9,38,0.668226857
9,39,0.665651641
9,40,0.305897303
9,41,0.137852225
9,42,0.492917306
9,43,0.155161182
9,44,0.597410373
9,45,0.698648546
9,46,0.633298943
9,47,0.135063774
9,48,0.621282091
9,49,0.076813529
9,50,0
9,51,0.411369952
9,52,0.028742241
9,53,0.076190745
9,54,0.358636852
9,55,0.116524889
9,56,0.223047723
9,57,0.229377371
9,58,0.163000198
9,59,0.187599741
9,60,0.207871073
10,1,0.711406239
10,2,1
10,3,0.68624235
10,4,0.993736493
10,5,0.717951365
10,6,0.596109488
10,7,0.896816639
10,8,0.502035766
10,9,0.534043934
10,10,0.994540502
10,11,0.784015739
10,12,0.845777256
10,13,0.465939202
10,14,0.629639331
10,15,0.624339273
10,16,0.470515143
10,17,0.697779944
10,18,0.654505079
10,19,0.523199667
10,20,0.495804249
10,21,0.524357577
10,22,0.415914276
10,23,0.517098869
10,24,0.464030361
10,25,0.592972473
10,26,0.337393445
10,27,0.436806494
10,28,0.473784361
10,29,0.670185376
10,30,0.363933949
10,31,0.377918546
10,32,0.53412511
10,33,0.291272577
10,34,0.550164787
10,35,0.833522602
10,36,0.786596605
10,37,0.78852454
10,38,0.347002791
10,39,0.590457551
10,40,0.201693059
10,41,0.666970487
10,42,0.175546332
10,43,0.630343567
10,44,0.352545046
10,45,0.200440901
10,46,0.686621759
10,47,0.589929861
10,48,0.176372257
10,49,0.681265846
10,50,0.28475134
10,51,0.438123882
10,52,0.404827102
10,53,0.645765368
10,54,0.632699297
10,55,0.292599737
10,56,0.227296305
10,57,0
10,58,0.411503078
10,59,0.107770481
10,60,0.189144226
11,1,1
11,2,0.83139652
11,3,0.833346449
11,4,0.655968361
11,5,0.642328841
11,6,0.626279842
11,7,0.900629645
11,8,0.596926727
11,9,0.795430745
11,10,0.641115064
11,11,0.605153221
11,12,0.591342678
11,13,0.736507749
11,14,0.772134404
11,15,0.484453113
11,16,0.428805771
11,17,0.909049448
11,18,0.512534835
11,19,0.835145788
11,20,0.806324578
11,21,0.46696635
11,22,0.894358972
11,23,0.650372663
11,24,0.790833375
11,25,0.520229722
11,26,0.467133882
11,27,0.888953006
11,28,0.700250236
11,29,0.444247016
11,30,0.669354467
11,31,0.3633542
11,32,0.302451631
11,33,0.389733438
11,34,0.394810685
11,35,0.646595846
11,36,0.368090687
11,37,0.64384406
11,38,0.62808565
11,39,0.389292907
11,40,0.546032295
11,41,0.589971154
11,42,0.586247661
11,43,0.471207323
11,44,0.158663972
11,45,0.612851264
11,46,0.615565323
11,47,0.626743215
11,48,0.333122662
11,49,0.301662289
11,50,0.273925986
11,51,0.497633953
11,52,0.281290601
11,53,0.042965192
11,54,0.300220638
11,55,0.173326108
11,56,0.19535927
11,57,0
11,58,0.296163993
11,59,0.180074587
11,60,0.558474231
12,1,0.767545065
12,2,0.970527855
12,3,0.925978229
12,4,0.638331688
12,5,0.600566948
12,6,0.603213155
12,7,0.874610571
12,8,1
12,9,0.800783418
12,10,0.917318766
12,11,0.914082098
12,12,0.737520951
12,13,0.55535447
12,14,0.621308261
12,15,0.713037567
12,16,0.41787802
12,17,0.579504205
12,18,0.843911075
12,19,0.658811661
12,20,0.516480362
12,21,0.524718891
12,22,0.825643459
12,23,0.6880963
12,24,0.566627204
12,25,0.395544266
12,26,0.900119427
12,27,0.319072335
12,28,0.453517929
12,29,0.687617721
12,30,0.65087205
12,31,0.527172495
12,32,0.638975812
12,33,0.2883665
12,34,0.514521147
12,35,0.43722016
12,36,0.699281658
12,37,0.723343886
12,38,0.752806406
12,39,0.380047227
12,40,0.720836924
12,41,0.243666445
12,42,0.40659352
12,43,0.559680426
12,44,0.245509353
12,45,0.183573231
12,46,0.196225423
12,47,0.17919132
12,48,0.34089231
12,49,0.670056814
12,50,0.41750513
12,51,0.239696632
12,52,0.450965682
12,53,0.410116089
12,54,0.568840437
12,55,0.146618599
12,56,0.043271988
12,57,0.407343957
12,58,0.079864835
12,59,0.362189186
12,60,0
13,1,0.477794607
13,2,0.98994055
13,3,0.930305815
13,4,0.509281454
13,5,0.575319791
13,6,0.493600313
13,7,0.98376089
13,8,0.444407782
13,9,0.583556327
13,10,0.809614217
13,11,0.710598173
13,12,0.876485716
13,13,0.525525064
13,14,0.74380913
13,15,0.680936302
13,16,1
13,17,0.582163126
13,18,0.498088884
13,19,0.722794769
13,20,0.66212832
13,21,0.53355675
13,22,0.597602951
13,23,0.651844487
13,24,0.82618314
13,25,0.375514433
13,26,0.43591763
13,27,0.315082724
13,28,0.723540291
13,29,0.748905702
13,30,0.367501642
13,31,0.460117536
13,32,0.464526695
13,33,0.362539923
13,34,0.670988835
13,35,0.582744639
13,36,0.559476458
13,37,0.796384532
13,38,0.212486083
13,39,0.602486908
13,40,0.663140695
13,41,0.571043727
13,42,0.773587753
13,43,0.743072714
13,44,0.601435786
13,45,0.173881656
13,46,0.398204251
13,47,0.15391612
13,48,0.311600063
13,49,0.106664613
13,50,0.628660698
13,51,0.417332601
13,52,0.646290889
13,53,0.589163513
13,54,0.313358646
13,55,0.011543967
13,56,0.408326468
13,57,0
13,58,0.27668369
13,59,0.32482138
13,60,0.4467415
14,1,0.838759509
14,2,0.468323096
14,3,0.614048067
14,4,1
14,5,0.895292583
14,6,0.795025755
14,7,0.815017209
14,8,0.898098581
14,9,0.550008386
14,10,0.526829365
14,11,0.56154989
14,12,0.887360698
14,13,0.640821779
14,14,0.427278999
14,15,0.62534675
14,16,0.951640508
14,17,0.711680943
14,18,0.858775424
14,19,0.526137641
14,20,0.376462692
14,21,0.357597965
14,22,0.670671451
14,23,0.528637828
14,24,0.818690567
14,25,0.302545534
14,26,0.682614987
14,27,0.480365481
14,28,0.24863685
14,29,0.850807344
14,30,0.353234487
14,31,0.614181151
14,32,0.742973208
14,33,0.347197707
14,34,0.761730313
14,35,0.772547593
14,36,0.336914603
14,37,0.689478062
14,38,0.371472983
14,39,0.225389789
14,40,0.641385106
14,41,0.695546155
14,42,0.649574514
14,43,0.338546352
14,44,0.201333119
14,45,0.399421415
14,46,0.229775789
14,47,0.099861383
14,48,0.144532982
14,49,0.090788559
14,50,0.151396365
14,51,0.353288406
14,52,0.449614642
14,53,0.454259201
14,54,0.03193627
14,55,0
14,56,0.015384019
14,57,0.182264362
14,58,0.072295157
14,59,0.22110411
14,60,0.460811334
15,1,0.56785182
15,2,0.779407811
15,3,0.553404233
15,4,0.610066261
15,5,0.807547076
15,6,0.42641195
15,7,1
15,8,0.942410515
15,9,0.869290104
15,10,0.424333052
15,11,0.94201705
15,12,0.705796888
15,13,0.536385867
15,14,0.357095814
15,15,0.602607737
15,16,0.956720876
15,17,0.748156061
15,18,0.664803764
15,19,0.795696813
15,20,0.508221016
15,21,0.730203598
15,22,0.521599902
15,23,0.333201161
15,24,0.849175658
15,25,0.335743912
15,26,0.727979587
15,27,0.74186175
15,28,0.465967341
15,29,0.251383345
15,30,0.239536082
15,31,0.430463216
15,32,0.657721319
15,33,0.76044678
15,34,0.48553729
15,35,0.216534047
15,36,0.424783927
15,37,0.369897962
15,38,0.3398505
15,39,0.324518416
15,40,0.73224936
15,41,0.475626225
15,42,0.254908456
15,43,0.661674883
15,44,0.108214817
15,45,0.418477726
15,46,0.479370898
15,47,0.62727657
15,48,0.649670687
15,49,0.131115059
15,50,0.013383074
15,51,0.075064966
15,52,0.087478276
15,53,0.326852074
15,54,0.310778386
15,55,0.415126715
15,56,0
15,57,0.373491496
15,58,0.233891147
15,59,0.1766833
15,60,0.242949599
16,1,1
16,2,0.631919517
16,3,0.575351096
16,4,0.602510138
16,5,0.928821107
16,6,0.858540849
16,7,0.533187844
16,8,0.775821734
16,9,0.406058725
16,10,0.957665097
16,11,0.445026157
16,12,0.4560581
16,13,0.79089657
16,14,0.554468934
16,15,0.755186326
16,16,0.409282129
16,17,0.673423149
16,18,0.409221024
16,19,0.478311279
16,20,0.659988598
16,21,0.321976433
16,22,0.586074197
16,23,0.475948642
16,24,0.448072345
16,25,0.593966115
16,26,0.575342172
16,27,0.309873084
16,28,0.549704336
16,29,0.738732237
16,30,0.636074787
16,31,0.352776062
16,32,0.795103972
16,33,0.783175458
16,34,0.746228216
16,35,0.426628566
16,36,0.570893006
16,37,0.666484008
16,38,0.41860217
16,39,0.586008514
16,40,0.643278319
16,41,0.536716374
16,42,0.459772854
16,43,0.686615235
16,44,0.637207901
16,45,0.172483387
16,46,0.354226891
16,47,0.254292409
16,48,0.138510099
16,49,0.240766817
16,50,0.257589267
16,51,0.533046144
16,52,0.121730691
16,53,0.060958819
16,54,0
16,55,0.44735084
16,56,0.114840795
16,57,0.162460888
16,58,0.413681204
16,59,0.257060346
16,60,0.370534246
17,1,0.743005081
17,2,0.710218839
17,3,0.64112989
17,4,0.458855725
17,5,0.855835127
17,6,0.426820812
17,7,0.676238681
17,8,0.960871993
17,9,0.402097116
17,10,0.711058521
17,11,0.865560828
17,12,0.810061445
17,13,0.493123538
17,14,1
17,15,0.928022023
17,16,0.798638918
17,17,0.418269199
17,18,0.895901926
17,19,0.912045493
17,20,0.90348469
17,21,0.682853225
17,22,0.575339388
17,23,0.37405123
17,24,0.645101631
17,25,0.571757777
17,26,0.683279253
17,27,0.412973524
17,28,0.671978616
17,29,0.86993255
17,30,0.690208337
17,31,0.798628485
17,32,0.816056163
17,33,0.818033022
17,34,0.539260044
17,35,0.315471452
17,36,0.710442992
17,37,0.213542582
17,38,0.253470529
17,39,0.747915108
17,40,0.327249085
17,41,0.733468519
17,42,0.558653625
17,43,0.540708861
17,44,0.341791378
17,45,0.639133327
17,46,0.432211126
17,47,0.259328469
17,48,0.590373013
17,49,0.536986717
17,50,0.641216834
17,51,0.632950524
17,52,0.383708197
17,53,0
17,54,0.138666419
17,55,0.158267411
17,56,0.09216358
17,57,0.389647939
17,58,0.329036386
17,59,0.490937858
17,60,0.233489174
18,1,0.721332456
18,2,0.834105362
18,3,0.584449039
18,4,0.480687302
18,5,0.571000764
18,6,0.949787102
18,7,0.504187653
18,8,1
18,9,0.666532141
18,10,0.532052503
18,11,0.749880572
18,12,0.656527448
18,13,0.871408015
18,14,0.449147804
18,15,0.414235587
18,16,0.885474631
18,17,0.456941153
18,18,0.937991358
18,19,0.732095861
18,20,0.52123154
18,21,0.768029678
18,22,0.66142244
18,23,0.714326713
18,24,0.702095592
18,25,0.752834654
18,26,0.349782399
18,27,0.787455607
18,28,0.538421915
18,29,0.395790381
18,30,0.816309536
18,31,0.804813053
18,32,0.768350166
18,33,0.614097854
18,34,0.499958527
18,35,0.572244283
18,36,0.555055936
18,37,0.647659625
18,38,0.435326817
18,39,0.347635831
18,40,0.588500392
18,41,0.20785164
18,42,0.401670299
18,43,0.623761154
18,44,0.355363674
18,45,0.474627226
18,46,0.318235291
18,47,0.702069956
18,48,0.12474796
18,49,0.256582525
18,50,0.379208774
18,51,0.289342481
18,52,0.190469689
18,53,0.274280314
18,54,0.50636617
18,55,0.481991697
18,56,0.393256389
18,57,0.205481919
18,58,0.181294118
18,59,0
18,60,0.460796703
19,1,0.522181542
19,2,0.970938514
19,3,0.884006299
19,4,0.773393292
19,5,0.809351576
19,6,0.946792751
19,7,0.588696074
19,8,0.705455475
19,9,0.990060413
19,10,0.498063891
19,11,0.887945765
19,12,0.967718752
19,13,0.879765146
19,14,0.889192144
19,15,0.825435356
19,16,0.927752577
19,17,0.715090758
19,18,0.469365075
19,19,0.591115317
19,20,0.975258568
19,21,0.825648714
19,22,0.617332167
19,23,1
19,24,0.701799275
19,25,0.418739102
19,26,0.805221627
19,27,0.862296311
19,28,0.898857003
19,29,0.599715878
19,30,0.315798734
19,31,0.339531007
19,32,0.651648256
19,33,0.679051143
19,34,0.722101642
19,35,0.501532502
19,36,0.284021211
19,37,0.398909846
19,38,0.684869906
19,39,0.301313083
19,40,0.67517458
19,41,0.406484604
19,42,0.119929756
19,43,0.573514134
19,44,0.547474929
19,45,0.595800252
19,46,0.643245176
19,47,0.53916837
19,48,0.224819274
19,49,0.489908107
19,50,0.556580562
19,51,0.190421101
19,52,0.565405501
19,53,0
19,54,0.600539
19,55,0.650112464
19,56,0.204134397
19,57,0.073959256
19,58,0.052571611
19,59,0.094829791
19,60,0.410106718
20,1,0.803280217
20,2,0.863077408
20,3,0.948496541
20,4,1
20,5,0.983160774
20,6,0.693302467
20,7,0.690094595
20,8,0.452410628
20,9,0.582506196
20,10,0.93040042
20,11,0.790394502
20,12,0.557340418
20,13,0.636218005
20,14,0.592877692
20,15,0.663042906
20,16,0.461879805
20,17,0.621290912
20,18,0.881578003
20,19,0.404280613
20,20,0.559401343
20,21,0.37050667
20,22,0.802709372
20,23,0.785855116
20,24,0.800369362
20,25,0.689815936
20,26,0.852823386
20,27,0.638034563
20,28,0.790169103
20,29,0.311147259
20,30,0.286277454
20,31,0.381714225
20,32,0.585591896
20,33,0.687238544
20,34,0.735849416
20,35,0.275587761
20,36,0.704978704
20,37,0.741409479
20,38,0.507833088
20,39,0.221523934
20,40,0.687266982
20,41,0.262620651
20,42,0.61496853
20,43,0.325978804
20,44,0.512199095
20,45,0.627887424
20,46,0.201260321
20,47,0.602961074
20,48,0.587615016
20,49,0.510684582
20,50,0.453391183
20,51,0.592205627
20,52,0.273029881
20,53,0.289950181
20,54,0.148329404
20,55,0.46625748
20,56,0.495266322
20,57,0.400387178
20,58,0.046801152
20,59,0.013912861
20,60,0
21,1,0.614260911
21,2,0.756872404
21,3,0.680036835
21,4,0.868573382
21,5,0.921899362
21,6,0.676464434
21,7,0.958184299
21,8,0.620414754
21,9,0.828747217
21,10,0.96729386
21,11,0.562084894
21,12,0.749055659
21,13,0.865870776
21,14,0.576349029
21,15,0.911381993
21,16,0.770163603
21,17,1
21,18,0.940434545
21,19,0.860401143
21,20,0.924236998
21,21,0.588337807
21,22,0.815737094
21,23,0.654982199
21,24,0.811041724
21,25,0.697898233
21,26,0.601728222
21,27,0.386383393
21,28,0.638103
21,29,0.638827872
21,30,0.631448789
21,31,0.616126696
21,32,0.557693144
21,33,0.686072346
21,34,0.715790837
21,35,0.674007909
21,36,0.562622082
21,37,0.318100272
21,38,0.729807203
21,39,0.474855327
21,40,0.450789969
21,41,0.406503424
21,42,0.452010959
21,43,0.503481998
21,44,0.355080997
21,45,0.457382743
21,46,0.182441417
21,47,0.235975495
21,48,0.212478699
21,49,0.432197889
21,50,0.672849224
21,51,0.316711728
21,52,0.650096318
21,53,0.260911889
21,54,0.201034418
21,55,0.119486946
21,56,0.399000043
21,57,0.35683589
21,58,0.372382525
21,59,0.46968694
21,60,0
22,1,1
22,2,0.478911853
22,3,0.942435936
22,4,0.558474423
22,5,0.882477075
22,6,0.766949011
22,7,0.569894532
22,8,0.778864598
22,9,0.909746037
22,10,0.614499717
22,11,0.889549768
22,12,0.909882962
22,13,0.903570413
22,14,0.880538456
22,15,0.493423948
22,16,0.371793649
22,17,0.410479183
22,18,0.764466831
22,19,0.522204788
22,20,0.460987425
22,21,0.399236914
22,22,0.533697566
22,23,0.509166313
22,24,0.660390996
22,25,0.30979339
22,26,0.346802277
22,27,0.606846547
22,28,0.836133073
22,29,0.71111946
22,30,0.464120447
22,31,0.782594338
22,32,0.790665516
22,33,0.429002087
22,34,0.374297977
22,35,0.477739279
22,36,0.635783308
22,37,0.257160949
22,38,0.640614197
22,39,0.337313176
22,40,0.245763377
22,41,0.706635534
22,42,0.621399025
22,43,0.213520238
22,44,0.549917038
22,45,0.256602183
22,46,0.172377721
22,47,0.229566687
22,48,0.554951218
22,49,0.187203517
22,50,0.566572715
22,51,0.486955632
22,52,0.540869448
22,53,0.041585625
22,54,0.149923323
22,55,0.236494365
22,56,0.224525777
22,57,0.111692121
22,58,0.465030017
22,59,0
22,60,0.317609228
23,1,0.552071172
23,2,0.462148383
23,3,0.77077935
23,4,1
23,5,0.853406751
23,6,0.445187799
23,7,0.480955751
23,8,0.570254185
23,9,0.414411599
23,10,0.841243772
23,11,0.676590351
23,12,0.449207137
23,13,0.706724266
23,14,0.46684307
23,15,0.423617766
23,16,0.699807553
23,17,0.497115152
23,18,0.61341555
23,19,0.425440401
23,20,0.353412458
23,21,0.478113398
23,22,0.404442045
23,23,0.807104612
23,24,0.704267755
23,25,0.472514199
23,26,0.663813838
23,27,0.479254416
23,28,0.57259246
23,29,0.305999759
23,30,0.629970278
23,31,0.497624228
23,32,0.467946136
23,33,0.6753684
23,34,0.238534269
23,35,0.601422647
23,36,0.187089945
23,37,0.508588304
23,38,0.36564956
23,39,0.345149849
23,40,0.562348467
23,41,0.538617751
23,42,0.588973619
23,43,0.443496391
23,44,0.348869497
23,45,0.167238187
23,46,0.140173778
23,47,0.581209464
23,48,0.282207243
23,49,0.259251461
23,50,0.302487772
23,51,0.323940651
23,52,0.228577199
23,53,0.44909114
23,54,0.19607746
23,55,0.055351678
23,56,0.316206495
23,57,0.48008293
23,58,0
23,59,0.363530843
23,60,0.091775054
24,1,0.762364717
24,2,1
24,3,0.698880932
24,4,0.832282886
24,5,0.688279935
24,6,0.554677519
24,7,0.952653365
24,8,0.961529064
24,9,0.734174928
24,10,0.564849293
24,11,0.96937202
24,12,0.538429422
24,13,0.808895164
24,14,0.685400683
24,15,0.897690769
24,16,0.413118404
24,17,0.656533412
24,18,0.6312219
24,19,0.406853462
24,20,0.91517441
24,21,0.930188347
24,22,0.497524747
24,23,0.569862491
24,24,0.730745465
24,25,0.516032148
24,26,0.8748128
24,27,0.431361888
24,28,0.73055412
24,29,0.365785769
24,30,0.479517535
24,31,0.750675285
24,32,0.363817467
24,33,0.454537656
24,34,0.710049658
24,35,0.427306343
24,36,0.615746918
24,37,0.658404683
